epoch,map50,map5095,precision,recall,box_loss,cls_loss,dfl_loss,timestamp
1,0.4740360564746785,0.21287350101144054,0.5545528083703344,0.47242336167035714,0.0,0.0,0.0,2026-03-27T15:29:01.735118
2,0.5528535761980581,0.2748107198662251,0.6135691019672832,0.5241596471067929,0.0,0.0,0.0,2026-03-27T15:37:39.210355
3,0.520882011203399,0.26568320332441475,0.6009584125114781,0.5138546046954946,0.0,0.0,0.0,2026-03-27T15:46:12.564537
4,0.5624320795060862,0.2975240339188181,0.615047345996035,0.5429568552821284,0.0,0.0,0.0,2026-03-27T15:54:57.904386
5,0.599819889939859,0.3396071045789642,0.7046108573571935,0.561785754830724,0.0,0.0,0.0,2026-03-27T16:03:31.663561
6,0.6397334705140968,0.3644735601036287,0.6882466553110277,0.596196201055381,0.0,0.0,0.0,2026-03-27T16:19:33.620652
7,0.6567784532070498,0.36769766686128563,0.7049949888432516,0.6038884255114257,0.0,0.0,0.0,2026-03-27T16:31:23.939094
8,0.681992350086862,0.38662092804923603,0.7434231714272113,0.622283853092909,0.0,0.0,0.0,2026-03-27T16:40:09.133608
9,0.6935413239852891,0.4029384078284963,0.722441072445197,0.6404916882162999,0.0,0.0,0.0,2026-03-27T16:48:45.916251
10,0.7204969787925014,0.4256504757750368,0.762018588333537,0.6500191598185245,0.0,0.0,0.0,2026-03-27T16:59:23.997580
11,0.7271507602787824,0.41678792844821866,0.8024178905751989,0.6395513091192019,0.0,0.0,0.0,2026-03-27T17:08:25.674124
12,0.7276969153064459,0.4326528458912163,0.7850704405551204,0.6529872541419074,0.0,0.0,0.0,2026-03-27T17:17:00.655248
13,0.7565134579844821,0.45000280009984517,0.7988191822697714,0.6735698609506796,0.0,0.0,0.0,2026-03-27T17:25:34.971983
14,0.7582317073652296,0.44936663344278094,0.7834887063580737,0.684519932623385,0.0,0.0,0.0,2026-03-27T17:34:11.268892
15,0.7577533641839885,0.45491482629238794,0.7796494897464503,0.6811307046593557,0.0,0.0,0.0,2026-03-27T17:42:54.004717
16,0.7757276706872929,0.4668084788169679,0.8016138101962813,0.7070901601684507,0.0,0.0,0.0,2026-03-27T17:53:40.192525
17,0.7841066517749474,0.47449853658995006,0.8183704714626858,0.7020219464037685,0.0,0.0,0.0,2026-03-27T18:03:40.143234
18,0.7971032454166278,0.482275807643222,0.8173641796897224,0.711571346970022,0.0,0.0,0.0,2026-03-27T18:12:25.066384
19,0.8039076316830762,0.48995325856322913,0.8184805430549933,0.7305973600817153,0.0,0.0,0.0,2026-03-27T18:24:58.296882
20,0.8021584576865847,0.4891964898535434,0.8247429617123826,0.725331484669969,0.0,0.0,0.0,2026-03-27T18:36:35.930529
21,0.8152434040049407,0.5006602833203051,0.838409942588406,0.7335961644495385,0.0,0.0,0.0,2026-03-27T18:45:08.668938
22,0.8197429768763659,0.5063846651424115,0.8533662422596489,0.7326346507909622,0.0,0.0,0.0,2026-03-27T18:53:41.236228
23,0.8224616484140578,0.5109359867459178,0.8382827665591857,0.751187738146345,0.0,0.0,0.0,2026-03-27T19:02:15.695827
24,0.824965710444691,0.5140746028632934,0.8473663914654452,0.7460363886978163,0.0,0.0,0.0,2026-03-27T19:12:37.683608
25,0.8355440976299985,0.5212764599423961,0.850781233595454,0.7630836563643172,0.0,0.0,0.0,2026-03-27T19:21:26.677414
26,0.8325130234758319,0.5235434906316142,0.8595036229180442,0.743146125498707,0.0,0.0,0.0,2026-03-27T19:30:00.848899
27,0.8400476369460865,0.5266114360617327,0.8613745190389119,0.7582303724870204,0.0,0.0,0.0,2026-03-27T19:38:37.122365
28,0.84605864882963,0.5330933229204625,0.8621332981828264,0.7746811721883992,0.0,0.0,0.0,2026-03-27T19:47:19.053562
29,0.8437719679162324,0.5326983162738139,0.8606451002656567,0.7591525081827978,0.0,0.0,0.0,2026-03-27T19:55:53.013578
30,0.8498971970926859,0.5377092098550174,0.8677416447413355,0.7613263168977807,0.0,0.0,0.0,2026-03-27T20:04:28.719097
31,0.8453852144513835,0.537449900205194,0.8633195295930749,0.7631117584263902,0.0,0.0,0.0,2026-03-27T20:15:45.463780
32,0.8474841731171034,0.5417800089629573,0.8511688949591848,0.7684214817182929,0.0,0.0,0.0,2026-03-27T20:28:53.733006
33,0.8540621957557543,0.5443159546135496,0.8587034650321999,0.7778856089399898,0.0,0.0,0.0,2026-03-27T20:37:27.302712
34,0.8562294800423856,0.5455662065844502,0.8552518883211677,0.7820369291153405,0.0,0.0,0.0,2026-03-27T20:46:00.055925
35,0.8580512511730278,0.5527492700447749,0.8724235913448343,0.7752480701134958,0.0,0.0,0.0,2026-03-27T20:54:51.857952
36,0.8618057082050017,0.5562576238575613,0.8846160260102472,0.7728516628504004,0.0,0.0,0.0,2026-03-27T21:04:54.868512
37,0.8639822625939008,0.5579603224195258,0.8737898990041926,0.7846524862818762,0.0,0.0,0.0,2026-03-27T21:13:29.264044
38,0.8654539319439442,0.5614527736993952,0.8788967866353478,0.7805881040653243,0.0,0.0,0.0,2026-03-27T21:22:09.352584
39,0.8695084341773993,0.56451560837097,0.8827616399656684,0.7894582076743064,0.0,0.0,0.0,2026-03-27T21:31:01.217274
40,0.8718495775070118,0.5657826420058182,0.8668327447714106,0.7932342096307902,0.0,0.0,0.0,2026-03-27T21:39:36.977010
41,0.8720505241110705,0.5667309035371155,0.8895374043782718,0.7882243837455218,0.0,0.0,0.0,2026-03-27T21:48:11.570361
