epoch,map50,map5095,precision,recall,box_loss,cls_loss,dfl_loss,timestamp
42,0.8735944102677567,0.5701144600283886,0.887031795509779,0.7929776710195166,0.0,0.0,0.0,2026-03-27T21:57:18.038817
43,0.8735006559319156,0.5704624184886709,0.8757401982735672,0.8003835448280299,0.0,0.0,0.0,2026-03-27T22:05:52.388554
44,0.874181669645241,0.5726119416209392,0.8787348535584879,0.8017664488841746,0.0,0.0,0.0,2026-03-27T22:18:25.656868
45,0.8781602159050154,0.5738668851872348,0.8715093646842984,0.8135755494639229,0.0,0.0,0.0,2026-03-27T22:27:44.174027
46,0.877476328385651,0.574876905328733,0.8789724968039913,0.8008248770073967,0.0,0.0,0.0,2026-03-27T22:36:17.085364
47,0.8777586179462267,0.5783375662352085,0.8899848019065763,0.7942553104321827,0.0,0.0,0.0,2026-03-27T22:44:52.054862
48,0.8794305066173234,0.5788165181073294,0.8922877229565346,0.7998732320591305,0.0,0.0,0.0,2026-03-27T22:53:49.849913
49,0.8809550982299383,0.5814526342985749,0.890021793225556,0.8028117605418261,0.0,0.0,0.0,2026-03-27T23:15:55.002415
50,0.8806238808386666,0.5819923533803736,0.8867382662972838,0.8042873302794561,0.0,0.0,0.0,2026-03-27T23:24:28.740123
51,0.8827042644831451,0.5828217022612524,0.8916495532485088,0.7990381482177209,0.0,0.0,0.0,2026-03-27T23:36:05.623574
52,0.8829576107829599,0.5835686936174528,0.888003401331803,0.8004494277470352,0.0,0.0,0.0,2026-03-27T23:44:39.559005
53,0.8839291263825988,0.5832189639032771,0.8825593336173977,0.8080429465358707,0.0,0.0,0.0,2026-03-27T23:54:10.069390
54,0.8860246585886353,0.5841938988644034,0.883797521540265,0.8144092876872383,0.0,0.0,0.0,2026-03-28T00:02:51.226199
55,0.8874352238822858,0.5851155230063669,0.8897175415146418,0.8141922746647031,0.0,0.0,0.0,2026-03-28T00:11:24.549859
56,0.8874298017208966,0.5873986399342311,0.8924034173007399,0.8143261681763818,0.0,0.0,0.0,2026-03-28T00:19:57.849166
57,0.8892676727144855,0.5883653451737892,0.8893468762333457,0.8119755158640732,0.0,0.0,0.0,2026-03-28T00:28:30.816045
58,0.8909384175272266,0.5898229133909292,0.8879105979723896,0.8164725463155295,0.0,0.0,0.0,2026-03-28T00:37:04.209102
59,0.8913842423941525,0.5915941450983155,0.8832833307941657,0.8210900363151872,0.0,0.0,0.0,2026-03-28T00:45:55.769068
60,0.8919988012264506,0.5916779551467467,0.8880149943411102,0.8210965581051928,0.0,0.0,0.0,2026-03-28T00:54:45.057142
61,0.8933415117100232,0.5918979034129886,0.8886290511450256,0.8214737305451072,0.0,0.0,0.0,2026-03-28T01:03:21.509732
62,0.8938307166972251,0.5919697572525393,0.8898576911170343,0.8219721952515885,0.0,0.0,0.0,2026-03-28T01:11:54.143308
63,0.8935350865342224,0.5923943077196112,0.8936160263205795,0.8197523268685579,0.0,0.0,0.0,2026-03-28T01:20:28.178005
64,0.8937397319122571,0.5941164332564742,0.8944598209746489,0.8182495007847311,0.0,0.0,0.0,2026-03-28T01:29:00.825578
65,0.8933133549990078,0.5943031373176595,0.8930388287680049,0.8200913137011593,0.0,0.0,0.0,2026-03-28T01:37:35.617018
66,0.8945118710152954,0.5946946869570193,0.8904765549700651,0.8241476454357116,0.0,0.0,0.0,2026-03-28T01:47:49.320273
67,0.8946339158109126,0.5948029374013677,0.8917078446779666,0.8236096099563911,0.0,0.0,0.0,2026-03-28T01:56:41.368034
68,0.8951124810791441,0.5952128853255323,0.8921674691619851,0.8231729063443533,0.0,0.0,0.0,2026-03-28T02:05:14.073932
69,0.8959475084353029,0.5957103741027376,0.8941661037392168,0.8226538425939923,0.0,0.0,0.0,2026-03-28T02:13:58.547702
70,0.8958221789705207,0.5962564527708636,0.894795723482205,0.8233153911219346,0.0,0.0,0.0,2026-03-28T02:22:32.465386
71,0.8960142607966658,0.5965623968166472,0.8968355396377191,0.8240391916678756,0.0,0.0,0.0,2026-03-28T02:31:12.047821
72,0.8970226915806684,0.5976515347799084,0.89741909569271,0.823211907311024,0.0,0.0,0.0,2026-03-28T02:39:45.181702
73,0.8979914946596097,0.5985641548279151,0.8954821859092231,0.8247240917613636,0.0,0.0,0.0,2026-03-28T02:48:19.129393
74,0.8984284814486972,0.5990595444507154,0.8990046680524635,0.823203863494036,0.0,0.0,0.0,2026-03-28T02:57:02.092693
75,0.8982647860461984,0.5997982153046447,0.9000689473932661,0.8228204126155394,0.0,0.0,0.0,2026-03-28T03:05:41.865149
76,0.8987351986042516,0.5998755598415187,0.8991963487174921,0.8210915191879362,0.0,0.0,0.0,2026-03-28T03:21:13.295317
77,0.8992009876095459,0.5999881468216266,0.9004708346149292,0.8213374786491316,0.0,0.0,0.0,2026-03-28T03:30:59.683518
78,0.9000381579376902,0.6008877093359842,0.9013640898174542,0.8230889220617049,0.0,0.0,0.0,2026-03-28T03:39:31.296827
79,0.8998490544375695,0.6012689589473749,0.9012051015079343,0.8226808808337209,0.0,0.0,0.0,2026-03-28T03:48:03.763448
80,0.9003192290029677,0.6016955253154845,0.8999953970222638,0.8240337311796468,0.0,0.0,0.0,2026-03-28T03:56:34.988717
81,0.9004395176223545,0.602088254911922,0.9016296033160041,0.8243881153689134,0.0,0.0,0.0,2026-03-28T04:05:40.978325
82,0.9006385389155458,0.6023110808651353,0.9012570453563299,0.824526547203215,0.0,0.0,0.0,2026-03-28T04:16:07.207314
83,0.90148085514131,0.6034251463452406,0.9011148999001568,0.8249683670254742,0.0,0.0,0.0,2026-03-28T04:24:47.425435
84,0.9018032895115109,0.6032746985188641,0.9012728970907287,0.8256650953896975,0.0,0.0,0.0,2026-03-28T04:33:19.357152
85,0.9020246061483673,0.6039879515662339,0.9030598939773837,0.8249811653612005,0.0,0.0,0.0,2026-03-28T04:42:07.019167
86,0.9022657235977716,0.6041203475511313,0.9034898149365691,0.8253803646520934,0.0,0.0,0.0,2026-03-28T04:50:39.786234
87,0.9025191902442191,0.6048911081297534,0.9037273178395635,0.8251590198546784,0.0,0.0,0.0,2026-03-28T04:59:12.216878
88,0.9027864450916875,0.6050888425149634,0.9035235183939605,0.8255190211121551,0.0,0.0,0.0,2026-03-28T05:07:54.496151
89,0.9028764570334283,0.6051385406498188,0.9051511350800217,0.8256116516145748,0.0,0.0,0.0,2026-03-28T05:16:26.494440
90,0.9031791607646864,0.6053854908701569,0.9044747927447186,0.8247408446080892,0.0,0.0,0.0,2026-03-28T05:24:57.676228
91,0.9035959906509641,0.605475746279367,0.9068119079397021,0.8247975827397696,0.0,0.0,0.0,2026-03-28T05:33:23.581373
92,0.903738851688375,0.6062067349924254,0.9077839502630389,0.8236352534270297,0.0,0.0,0.0,2026-03-28T05:41:31.767655
93,0.903989387146002,0.606832205465757,0.9071404923591141,0.8240379696953866,0.0,0.0,0.0,2026-03-28T05:49:39.981501
94,0.9042156570172052,0.6074919134771453,0.9062373923934033,0.8240496852394796,0.0,0.0,0.0,2026-03-28T05:57:47.123889
95,0.9046003764579243,0.6076112767510395,0.9063430989108395,0.8247471912867779,0.0,0.0,0.0,2026-03-28T06:05:56.804337
96,0.904747002488277,0.6081425508454634,0.9053192885370205,0.8240697822754995,0.0,0.0,0.0,2026-03-28T06:14:05.165095
97,0.9048746415456792,0.6080550910519772,0.9061475256000214,0.8240400796654701,0.0,0.0,0.0,2026-03-28T06:22:13.321503
98,0.905420457368112,0.6086998901957414,0.9069084531414381,0.8239513340437792,0.0,0.0,0.0,2026-03-28T06:30:21.632971
99,0.9048990171109793,0.6089808934372641,0.9077498180985357,0.8239672641698753,0.0,0.0,0.0,2026-03-28T06:38:29.626860
100,0.9053653633493909,0.6090340556106046,0.9067766404777492,0.8247203647012229,0.0,0.0,0.0,2026-03-28T06:46:37.958086
101,0.905462149279846,0.6090886510062632,0.9082788053641078,0.8234831772201516,0.0,0.0,0.0,2026-03-28T06:46:52.681331
