model,imgsz,val_map50,val_map5095,val_ap50_hardhat,val_ap50_no-hardhat,val_ap50_vest,val_ap50_no-vest,val_ap50_person,test_map50,test_map5095,test_ap50_hardhat,test_ap50_no-hardhat,test_ap50_vest,test_ap50_no-vest,test_ap50_person
ppe_yolo11n_12804,1280,0.9053373084945902,0.6090616556851939,0.9174945919639385,0.9578736467474858,0.8925055107646498,0.8959287861725783,0.8628840068242984,0.8856372744444251,0.575935413986674,0.9199477077324066,0.9560349162140392,0.8452883704053973,0.845307738306958,0.8616076395633243
ppe_yolo11s_12804,1280,0.9414218547647142,0.6664453271696543,0.9410457628441298,0.9680809276205011,0.9391740401579984,0.9506852707628186,0.908123272438123,0.9322038354962988,0.6391373682792363,0.9403595213562499,0.9657892654573103,0.9192002716051593,0.9207122906833064,0.914957828379468
